mf_scheme_code,scheme_name_raw,fund_name_base,isin_growth,fund_house,scheme_category,scheme_type,sync_status,nav_rows,first_nav_date,last_nav_date
119243,Tata Infrastructure Fund -Direct Plan -Growth Option,Tata Infrastructure Fund,INF277K01PQ8,Tata Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
119247,DSP India T.I.G.E.R. Fund - Direct Plan - Growth,DSP India T.I.G.E.R. Fund,INF740K01PU7,DSP Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2808,2015-01-01,2026-05-26
119250,DSP Large Cap Fund - Direct Plan - Growth,DSP Large Cap Fund,INF740K01PR3,DSP Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2808,2015-01-01,2026-05-26
119291,L&T Flexicap Fund-Direct Plan-Growth,L&T Flexicap Fund,nan,L&T Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
119292,Union Flexi Cap Fund - Direct Plan - Growth Option,Union Flexi Cap Fund,INF582M01633,Union Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119298,L&T Balanced Advantage Fund-Direct Plan-Growth,L&T Balanced Advantage Fund,nan,L&T Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,1943,2015-01-01,2022-11-24
119303,Union Liquid Fund - Direct Plan - Growth Option,Union Liquid Fund,INF582M01674,Union Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3500,2015-01-01,2026-05-26
119307,Union ELSS Tax Saver Fund - Direct Plan - Growth Option,Union ELSS Tax Saver Fund,INF582M01765,Union Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119308,L&T India Large Cap Fund - Direct Plan - Growth,L&T India Large Cap Fund,nan,L&T Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
119326,BARODA HYBRID EQUITY FUND - Plan B (Direct) - Growth Option,BARODA HYBRID EQUITY FUND - Plan B,nan,Baroda Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,1773,2015-01-01,2022-03-13
119327,Union Asset Allocation Fund - Direct Plan - Growth Option,Union Asset Allocation Fund,nan,Union Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,1019,2015-01-01,2019-03-20
119333,Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option,Baroda BNP Paribas Banking and Financial Services Fund - Direct,INF955L01971,Baroda BNP Paribas Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
119347,L&T Hybrid Equity Fund - Direct Plan-Growth,L&T Hybrid Equity Fund,nan,L&T Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,1943,2015-01-01,2022-11-24
119350,BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth,BANK OF INDIA Large & Mid Cap Fund,INF761K01652,Bank of India Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
119351,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,BANK OF INDIA ELSS Tax Saver,INF761K01884,Bank of India Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
119354,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,Baroda BNP Paribas MULTI CAP FUND,INF955L01AG0,Baroda BNP Paribas Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
119360,PineBridge India Liquid Fund- Direct Plan- Growth Option,PineBridge India Liquid Fund,nan,PineBridge Mutual Fund,Income,Open Ended Schemes,ok,29,2015-01-01,2015-01-29
119364,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,BANK OF INDIA Manufacturing & Infrastructure Fund,INF761K01702,Bank of India Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
119367,Baroda Large cap Fund - Plan B (Direct) - Growth Option,Baroda Large cap Fund - Plan B,nan,Baroda Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,1773,2015-01-01,2022-03-13
119369,BANK OF INDIA Liquid Fund- Direct Plan- Growth,BANK OF INDIA Liquid Fund,INF761K01785,Bank of India Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3469,2015-01-01,2026-05-26
119389,BARODA CONSERVATIVE HYBRID FUND - Plan B (Direct) - Growth Option,BARODA CONSERVATIVE HYBRID FUND - Plan B,nan,Baroda Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,1739,2015-01-01,2022-03-13
119392,Baroda Mid-cap Fund- Plan B (Direct) - Growth Option,Baroda Mid-cap Fund- Plan B,nan,Baroda Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,1773,2015-01-01,2022-03-13
119397,L&T Large and Midcap Fund-Direct Plan-Growth,L&T Large and Midcap Fund,nan,L&T Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
119404,L&T India Value Fund-Direct Plan-Growth,L&T India Value Fund,nan,L&T Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
119413,L&T Infrastructure Fund -Direct Plan-Growth,L&T Infrastructure Fund,nan,L&T Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
119415,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION,Baroda BNP Paribas LIQUID FUND,INF955L01AL0,Baroda BNP Paribas Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3381,2015-01-01,2026-05-26
119417,L&T  Tax Advantage Fund-Direct Plan-Growth,L&T Tax Advantage Fund,nan,L&T Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
119436,Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan,Aditya Birla Sun Life Large & Mid Cap Fund,INF209K01VH8,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119441,Principal Emerging Bluechip Fund - Direct Plan - Growth Option,Principal Emerging Bluechip Fund,nan,Principal Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,1722,2015-01-01,2021-12-30
119452,Principal Multi Cap Growth Fund-Direct Plan - Growth Option,Principal Multi Cap Growth Fund,nan,Principal Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,1722,2015-01-01,2021-12-30
119464,Principal Focused Multicap Fund- Direct Plan - Growth Option,Principal Focused Multicap Fund,nan,Principal Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1722,2015-01-01,2021-12-30
119468,Principal Cash Management Fund - Direct Plan - Growth Option,Principal Cash Management Fund,nan,Principal Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,2013,2015-01-01,2021-12-30
119472,Principal Equity Savings Fund - Direct Plan - Growth Option,Principal Equity Savings Fund,nan,Principal Mutual Fund,Hybrid Scheme - Equity Savings,Open Ended Schemes,ok,1714,2015-01-01,2021-12-30
119482,Principal Balanced Advantage Fund - Direct Plan - Growth Option,Principal Balanced Advantage Fund,nan,Principal Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,1722,2015-01-01,2021-12-30
119484,Principal Hybrid Equity Fund- Direct Plan - Growth Option,Principal Hybrid Equity Fund,nan,Principal Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,1722,2015-01-01,2021-12-30
119514,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,Aditya Birla Sun Life Infrastructure Fund,INF209K01WH6,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119517,Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan,Aditya Birla Sun Life International Equity Fund,INF209K01WS3,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
119526,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan,Aditya Birla Sun Life Arbitrage Fund,INF209K01VP1,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119528,Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan,Aditya Birla Sun Life Large Cap Fund,INF209K01YY7,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119542,Sundaram Equity Hybrid Fund Direct Plan - Growth,Sundaram Equity Hybrid Fund,nan,Sundaram Mutual Fund,Hybrid Scheme - Balanced Hybrid Fund,Open Ended Schemes,ok,1724,2015-01-01,2021-12-31
119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,Aditya Birla Sun Life ELSS Tax Saver Fund,INF209K01UN8,Aditya Birla Sun Life Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119549,Sundaram Value Fund Direct Plan - Growth,Sundaram Value Fund,INF903J01NN3,Sundaram Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,Aditya Birla Sun Life Small Cap Fund,INF209K01WN4,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119564,Aditya Birla Sun Life Focused Fund - Growth - Direct Plan,Aditya Birla Sun Life Focused Fund,INF209K01WE3,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119566,Sundaram Large and Midcap Fund Direct Plan - Growth,Sundaram Large and Midcap Fund,INF903J01PR9,Sundaram Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119568,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,Aditya Birla Sun Life Liquid Fund,INF209K01VA3,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3653,2015-01-01,2026-05-26
119572,Sundaram Multi Asset Fund Direct Growth,Sundaram Multi Asset Fund Direct Growth,nan,Sundaram Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,983,2015-01-01,2018-12-28
119574,SBI Arbitrage Opportunities Fund - Direct Plan - Gr,SBI Arbitrage Opportunities Fund - Direct Plan - Gr,INF200K01QU0,SBI Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2817,2015-01-01,2026-05-31
119578,Sundaram Select Focus Direct Plan - Growth,Sundaram Select Focus,nan,Sundaram Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,1719,2015-01-01,2021-12-24
119581,Sundaram Mid Cap Fund Direct Plan - Growth,Sundaram Mid Cap Fund,INF903J01MJ3,Sundaram Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119589,Sundaram Small Cap Fund Direct Plan - Growth,Sundaram Small Cap Fund,INF903J01NK9,Sundaram Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119591,Aditya Birla Sun Life Consumption Fund - Growth - Direct Plan,Aditya Birla Sun Life Consumption Fund,INF209K01WC7,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119595,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),INF903J01NH5,Sundaram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119597,Sundaram Financial Services Opportunities Fund Direct Plan - Growth,Sundaram Financial Services Opportunities Fund,INF903J01NB8,Sundaram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Large Cap FUND,INF200K01QX4,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2814,2015-01-01,2026-05-26
119609,SBI EQUITY HYBRID FUND - DIRECT PLAN - Growth,SBI EQUITY HYBRID FUND,INF200K01RY0,SBI Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
119612,Aditya Birla Sun Life Gilt Plus - Liquid Plan - Growth - Direct Plan,Aditya Birla Sun Life Gilt Plus - Liquid Plan,nan,Aditya Birla Sun Life Mutual Fund,Income,Open Ended Schemes,ok,229,2015-01-01,2015-12-11
119620,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,Aditya Birla Sun Life Midcap Fund,INF209K01Q30,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119635,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund),INF903J01OP6,Sundaram Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,2753,2015-01-01,2026-05-26
119646,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,Aditya Birla Sun Life MNC Fund,INF209K01VT3,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,Aditya Birla Sun Life Value Fund,INF209K01WQ7,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119661,Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option,Aditya Birla Sun Life Tax Plan,nan,Aditya Birla Sun Life Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2040,2015-01-01,2023-04-13
119686,Sundaram Money Fund Direct Plan - Growth,Sundaram Money Fund,nan,Sundaram Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,2397,2015-01-01,2021-12-31
119700,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,SBI INFRASTRUCTURE FUND,INF200K01RS2,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2814,2015-01-01,2026-05-26
119705,SBI COMMA Fund - DIRECT PLAN - Growth,SBI COMMA Fund,INF200K01SB6,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2814,2015-01-01,2026-05-26
119709,SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth,SBI ESG Exclusionary Strategy Fund,INF200K01SE0,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
119711,SBI MNC FUND - DIRECT PLAN -GROWTH,SBI MNC FUND,INF200K01SN1,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
119716,SBI MIDCAP FUND - DIRECT PLAN - GROWTH,SBI MIDCAP FUND,INF200K01TP4,SBI Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2814,2015-01-01,2026-05-26
119718,SBI Flexicap Fund - DIRECT PLAN - Growth Option,SBI Flexicap Fund,INF200K01UG1,SBI Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2812,2015-01-01,2026-05-26
119721,SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth,SBI LARGE & MIDCAP FUND,INF200K01UJ5,SBI Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,2812,2015-01-01,2026-05-26
119723,SBI ELSS Tax Saver FUND - DIRECT PLAN -GROWTH,SBI ELSS Tax Saver FUND,INF200K01UM9,SBI Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2814,2015-01-01,2026-05-26
119727,SBI FOCUSED FUND - DIRECT PLAN -GROWTH,SBI FOCUSED FUND,INF200K01RJ1,SBI Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,2812,2015-01-01,2026-05-26
119732,SBI PSU Fund - DIRECT PLAN - GROWTH,SBI PSU Fund,INF200K01UY4,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2814,2015-01-01,2026-05-26
119766,Kotak Liquid Fund - Direct Plan - Growth,Kotak Liquid Fund,INF174K01NE8,Kotak Mahindra Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3476,2015-01-01,2026-05-26
119769,Kotak Contra Fund - Direct Plan - Growth,Kotak Contra Fund,INF174K01KZ9,Kotak Mahindra Mutual Fund,Equity Scheme - Contra Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119771,Kotak Arbitrage Fund - Direct Plan - Growth,Kotak Arbitrage Fund,INF174K01LC6,Kotak Mahindra Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
119773,Kotak ELSS Tax Saver Fund-Growth - Direct,Kotak ELSS Tax Saver Fund-Growth - Direct,INF174K01LI3,Kotak Mahindra Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
119775,Kotak Midcap Fund - Direct Plan - Growth,Kotak Midcap Fund,INF174K01LT0,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
119783,SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH,SBI HEALTHCARE OPPORTUNITIES FUND,INF200K01UP2,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
119790,L&T Liquid Fund - Direct Plan -Growth,L&T Liquid Fund,nan,L&T Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,2398,2015-01-01,2022-11-24
119800,SBI Liquid Fund - DIRECT PLAN -Growth,SBI Liquid Fund,INF200K01UT4,SBI Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3806,2015-01-01,2026-05-26
119802,L&T Equity Savings Fund - Direct Plan-Growth,L&T Equity Savings Fund,nan,L&T Mutual Fund,Hybrid Scheme - Equity Savings,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
119807,L&T Mid Cap Fund-Direct Plan-Growth,L&T Mid Cap Fund,nan,L&T Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
119835,SBI CONTRA FUND - DIRECT PLAN - GROWTH,SBI CONTRA FUND,INF200K01RA0,SBI Mutual Fund,Equity Scheme - Contra Fund,Open Ended Schemes,ok,2812,2015-01-01,2026-05-26
119839,SBI Conservative Hybrid Fund - Direct Plan - Growth,SBI Conservative Hybrid Fund,INF200K01TS8,SBI Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,2762,2015-01-01,2026-05-26
119843,SBI MULTI ASSET ALLOCATION FUND - DIRECT PLAN - GROWTH,SBI MULTI ASSET ALLOCATION FUND,INF200K01TZ3,SBI Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,2762,2015-01-01,2026-05-26
119852,L&T Conservative Hybrid Fund -Direct Plan- Growth,L&T Conservative Hybrid Fund,nan,L&T Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,1909,2015-01-01,2022-11-24
119861,Tata Liquid Fund- Direct Plan-Growth Option,Tata Liquid Fund,INF277K01YE6,Tata Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3707,2015-01-01,2026-05-26
119893,BNP Paribas LARGE CAP Fund - Direct Plan - Growth Option,BNP Paribas LARGE CAP Fund,nan,BNP Paribas Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,1775,2015-01-01,2022-03-13
119905,JPMorgan India Liquid Fund - Direct Plan - Growth Option,JPMorgan India Liquid Fund,nan,JPMorgan Mutual Fund,Income,Open Ended Schemes,ok,570,2015-01-01,2016-11-24
119935,ING Liquid Fund - Super Institutional Plan - Direct Plan - Growth Option,ING Liquid Fund - Super Institutional Plan,nan,ING Mutual Fund,Income,Open Ended Schemes,ok,0,,
119960,Tata Equity Savings Fund- Direct Plan- Growth Option,Tata Equity Savings Fund,INF277K01QH5,Tata Mutual Fund,Hybrid Scheme - Equity Savings,Open Ended Schemes,ok,2740,2015-01-01,2026-02-20
119988,BNP Paribas MULTI CAP Fund - Direct Plan - Growth Option,BNP Paribas MULTI CAP Fund,nan,BNP Paribas Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,1775,2015-01-01,2022-03-13
120002,BNP Paribas Mid Cap Fund - Direct Plan - Growth Option,BNP Paribas Mid Cap Fund,nan,BNP Paribas Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,1775,2015-01-01,2022-03-13
120030,HSBC Large Cap Fund - Direct Growth,HSBC Large Cap Fund - Direct Growth,INF336L01CM7,HSBC Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120034,HSBC Infrastructure Equity Fund - Growth Direct,HSBC Infrastructure Equity Fund,nan,HSBC Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1947,2015-01-01,2022-11-25
120038,HSBC Liquid Fund -  Growth Direct,HSBC Liquid Fund,INF336L01CC8,HSBC Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3338,2015-01-01,2026-05-26
120042,HSBC Dynamic Asset Allocation Fund-Growth Direct,HSBC Dynamic Asset Allocation Fund-Growth Direct,nan,HSBC Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,983,2015-01-01,2018-12-28
120046,HSBC Flexi Cap Fund - Direct Growth,HSBC Flexi Cap Fund - Direct Growth,INF336L01DH5,HSBC Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120069,HSBC Small Cap Equity Fund - Growth Direct,HSBC Small Cap Equity Fund,nan,HSBC Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,1947,2015-01-01,2022-11-25
120073,HSBC Conservative Hybrid Fund - Direct Growth,HSBC Conservative Hybrid Fund - Direct Growth,INF336L01DW4,HSBC Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,2755,2015-01-01,2026-05-26
120079,HSBC Tax Saver Equity Fund - Growth Direct,HSBC Tax Saver Equity Fund,INF336L01EE0,HSBC Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2725,2015-01-01,2026-01-23
120082,BNP Paribas Conservative Hybrid Fund - Direct Plan - Growth Option,BNP Paribas Conservative Hybrid Fund,nan,BNP Paribas Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,1742,2015-01-01,2022-03-13
120104,DHFL Pramerica Liquid Fund - Direct Plan-Growth Option,DHFL Pramerica Liquid Fund,nan,DHFL Pramerica Mutual Fund,Income,Open Ended Schemes,ok,432,2015-01-01,2016-03-07
